text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
بی اراده,3,ناتوان,چاره‌ای,کنترل,اختیار,انفعال,تصمیم,تسلیم,بلاتکلیفی,بی‌عمل,اجبار
با اراده,3,قوی,تصمیم,فکر,عمل,عزم,استقامت,توانمندی,کنترل,هدف,پافشاری
پیشین,2,گذشته,قبل,تاریخ,از دست رفته,پیشرفت,نسب,سابقه,نیاکان,حوادث,تجربه
محشر,3,قیامت,دولت,آخرت,محیط,عدالت,کتاب,خدا,عذاب,توبه,زندگی
آسمان به زمین آمده ,2,نقش,زیر,زمین,نیوزلند,باران,تقاطع,مکان,کشاندن,تنیدن,افق
خوف انگیز,3,ترسناک,دلهره,هیولا,ناامیدی,شب,تنهایی,تاریکی,فاجعه,سایه,آرزو
لرزاننده,3,صدا,حرکت,ارتعاش,طبیعت,مغناطیسی,زیبایی,احساسی,غریبه,نفوذ,دوست
تکان دهنده,3,شوک,ضربه,هیجان,غافلگیر,تغییر,احساس,دگرگونی,تأثیر,اعصاب,راز
کشتی چوخه,3,ورزش,رقابت,مردانگی,دست,تردستی,محلی,چالاکی,حریف,تیم,کشتی
خوش لباس,1,مد,فشن,لباس,سبک,زیبایی,نوشته,رنگ,شیک,طراحی,پیراهن
دوزنده,2,دوخت,پارچه,قوچی,سوزن,بافت,چرخ خیاطی,مدل,نخ,خیاطی,لباس
Lcd,1,صفحه نمایش,تلویزیون,صفحه تخت,تصویر,الکترونیک,نور,پانل,فناوری,کتابی,پرتو
Email,1,پیام,اینترنت,کد,رسانه,داده,ارتباط,فرستادن,دریافت,حساب,سرور
Led,2,چراغ,نور,الکترونیک,بخار,دو رنگ,سیستم روشنایی,دیود,کم مصرف,صفحه نمایش,رنگین
Wi-fi,1,اینترنت,بیسیم,شبکه,سیگنال,اتصال,فناوری,مسیریاب,ورود,راهنما,داده
Bluetooth,1,اتصال,بی‌سیم,دستگاه,گوشی,شبکه,فناوری,نقل و انتقال,سازگار,پخش صدا,مشارکت
Hotspot,2,نقطه,داغ,محل,جمعیت,کاربر,اینترنت,مکان,اتصال,سگمنت,شماره
ویندوز,2,نرم‌افزار,سیستم‌عامل,کامپیوتر,سازمان‌دهی,گرافیکی,مدیریت,نسخه,توسعه‌دهنده,آیکون,پیکربندی
لانچر,3,برنامه,نرم‌افزار,گوشی,انتخاب,اجرا,پلتفرم,دسترسی,صفحه,آیکون,فناوری
رمز دوم,1,کد,تایید,حساب,امنیت,ورود,پیامک,دریافتی,شخصی,احراز هویت,فعالیت
Google play store,2,برنامه,دانلود,نرم‌افزار,اپلیکیشن,موبایل,پلتفرم,فروشگاه,اندروید,جستجو,بازی
Fire fox,2,آتش,روباه,حیوانات,حیات وحش,پستاندار,نزدیک,شکارچی,گربه‌سان,شتاب,حرارت
Telegram,1,پیام‌رسان,گفتگو,برنامه,اپلیکیشن,گروه,چت,موبایل,خبر,شخصی,صوتی
Instagram,1,شبکه اجتماعی,عکس,فیلتر,داستان,لایک,پست,فالو,لحظه,ترند,ویدیو
C++,3,زبان برنامه‌نویسی,کامپایلر,شی‌گرایی,کتابخانه,توسعه نرم‌افزار,حافظه,کد منبع,خطا,پروژه,عملکرد
Vpn,1,اتصال,اینترنت,منبع,امنیت,فیلتر,پرسرعت,پنهان,سرور,دولت,دور زدن
Zip,1,بسته,کشیدن,کمربند,دکمه,پوشاک,متصل,آب بندی,خودکار,نوار,پوشیدن
Mac,2,اپل,کامپیوتر,لپ‌تاپ,سیستم‌عامل,ایپاد,تبلت,نوت‌بوک,گرافیک,برنامه‌نویسی,فناوری
چاپگر,2,کاغذ,نوشتن,پرینت,دستگاه,مستند,تصویر,دفتر,مدل,رنگی,تولید
اسکن,3,عکس,تصویر,فایل,پرینتر,دستگاه,داده,بررسی,رایانه,شخصی,کامپیوتر
رم ریدر,2,دستگاه,کتاب,رایانه,نرم‌افزار,خواندنی,سیستم,محتوا,فایل,محافظت,دیجیتال
دی وی دی,2,سی دی,دیسک,فیلم,پخش کننده,نگهداری,موسیقی,تکنولوژی,ذخیره سازی,ویدئو,کپی
Word,2,عبارت,زبان,متن,نوشتار,شاعر,توصیف,بیان,شرح,گفتار,پیام
ردیاب,3,جستجو,مکان,سیگنال,شناسایی,تجهیزات,هوشمند,سیستم,اطلاعات,مخفی,کنترل
بورد,2,کاغذ,بازی,تخته,نقشه,ذهن,دور,حرکت,امتیاز,رقابت,استراتژی
ورژن,3,نسخه,تجدید,تغییر,به‌روزرسانی,مدل,نوع,خصوصیات,اجزاء,توسعه,تحول
مثلثات,2,زاویه,سوم,شکل,خط,مساحت,هندسه,تجزیه,ترکیب,قانون,موازی
اصل پاسکال,3,ریاضی,فیزیک,معادله,احتمال,تابع,معنایی,معما,تجربه,کاربردی,نظریه
دوی ۱۰۰ متر,2,دویدن,ورزش,مسابقه,پتک,سرعت,میدان,تنفس,خط پایان,استقامت,زمان
کنفرانس شرق,3,نشست,جغرافیا,همایش,حوزه,دیپلماسی,منافع,شرکت‌کنندگان,بحث,تجارت,چین
کنفرانس غرب,3,نشست,تبادل نظر,سیاست,دولت‌ها,شراکت,گفتگو,اقتصاد,فناوری,سازمان,حقوق بشر
از کوره در رفت,2,عصبانی,خشم,ناراحت,فشار,کنترل,غضب,واکنش,غلیان,دست‌پاچگی,هیجان
ی شب که هزارشب نمیشه,2,عشق,آدم,خواب,فراق,حسرت,ذهن,چشم,رویا,تنهایی,درد
بادمجون دور قاب چین,2,سبزیجات,غذا,مخلوط,سرخ کردن,خوشمزه,پختن,ماهی‌تابه,ادویه,رنگی,سرو
از بیخ عرب شد,2,نفرت,تبعید,جنگ,فرهنگ,تحقیر,قومیت,تاریخ,دشمنی,شورشی,انزوا
از کله سحر تا بوق سگ,2,بیخواب,شب,صبح,زمان,خواب,لذت,مسیر,تنهایی,پرداخت,تحمل
حالت پرواز,2,پرواز,پرنده,آسمان,حرکت,احساس,سرعت,شادی,آزاد,ارتفاع,تجربه
خاویار,2,ماهی,خوراکی,دریایی,فینگیل,گران,لذیذ,مشهور,معروف,تزیینی,سرشار
راننده بولدوزر,3,مکانیکی,ساخت و ساز,ماشین سنگین,تعمیر,حرکت,خاکبرداری,زمین,جابجایی,تجهیزات,مسئولیت
عمل قلب,2,جراحی,بیمارستان,قلب,پزشک,درد,سکته,آنژیوگرافی,بیهوشی,دارو,ترمیم
لیزر,2,نور,پرتو,بزرگنمایی,جراحی,فناوری,سوراخ,دقت,پزشکی,الکترو,سرعت
رام,1,سگ,موسیقی,شعر,نوازنده,سنتی,آواز,نغمه,هنر,احساس,سرود
فیبر نوری,3,رشته,نور,انتقال,سرعت,سیگنال,پهنای باند,تکنولوژی,ارتباطات,حسگر,الکتریسیته
Error,1,اشتباه,نقص,اشتباهات,خودکار,سیستم,خرابی,نتیجه,داده,تحلیل,مشکل
پاورپوینت,2,ارائه,اسلاید,فایل,گرافیک,شامل,نرم‌افزار,پروژه,تحقیق,تغییر,متن
قانون پایستگی جرم,3,انرژی,سیستم,فیزیک,جرم,تحلیل,حرکت,محفوظ,قوانین,تغییر,کائنات
فشار,1,استرس,تنش,بار,فشار خون,نگرانی,مشکل,تحمل,کنترل,مقابل,دلیل
نیرو,2,قدرت,توان,حرکت,سرویس,انرژی,تأثیر,فشار,رایحه,حرارت,تغییر
سرعت,1,تند,فاصله,مسافت,حرکت,زمان,ریتم,آهنگ,شتاب,جریان,پیشرفت
مول,3,شاعر,غزل,حافظ,ادبیات,عاشقانه,نظم,متن,سخن,کتاب,خواب
حلقه لاغری,2,کاهش وزن,تمرین,چربی,بدنسازی,سلامتی,دستگاه ورزشی,پروژه,تحرک,شیوه زندگی,شکمی
مچ گیری,2,دام,فریب,تله,دستگیر کردن,شکار,نقشه,پنهان کاری,اشتباه,پلید,سوء استفاده
عاجز,3,ضعف,بی‌توانی,ناموفق,ناتوان,سست,ناگهانی,محدودیت,شکست,رفتن,عدم
شمشیر را از رو بستن,2,نزاع,جنگ,حمله,سلاح,مبارزه,قتال,خونریزی,مدافع,سرباز,تعارض
اجل دور سرش می چرخد,2,مرگ,بخت بد,حادثه,زندگی,فوت,سرنوشت,زودرس,ترسناک,نابودی,نحوست
آچار,1,ابزار,پیچ,تعمیر,کارگاه,دست,نصب,مکانیک,فنی,تنظیم,محل
زیر دری,2,دریا,ماهی,غواصی,کشتی,دنیای زیرین,آبزی,خزه,مرجان,دریاچه,اکوسیستم
زبان دراز,1,طولانی,گفتار,تکلم,حرف زدن,نقد,انتقاد,شکایت,به زبان آوردن,زبان,نق زدن
عقلش به چشمش است,2,نگاه,چشم,فهم,عقل,ذهن,تفکر,خود,داوری,قضاوت,تصمیم
میترال,2,دستگاه,قلب,پمپاژ,سیستم,بیماری,خون,اتریوم,سکته,عروق,نارسایی
کروموزم,2,دی‌ان‌ای,وراثت,سلول,ژن,پدیده,رابطة,بیولوژی,معلومات,تولیدمثل,علم
کولاک,2,برف,سرد,طبیعت,وزش,باد,فصل زمستان,شفق,چالش,سرما,برف‌روبی
خلال دندان,1,دندان,بهداشت,تمیز,غذا,خوردن,زخم,افراد,نخ,مسواک,سلامتی
زنگ,1,صدای,زنگوله,جنگ,زنگی,ساعت,بلند,زنگ زدن,نگاه,خبر,زنگدار
زیپ,1,کاور,دوخت,بسته,لباس,پوشاک,دکمه,بند,غلاف,فشاری,نوزاد
طلبه,2,روحانی,تحصیلات,دین,فقه,حوزه,سخنرانی,نماز,مدرسه,علما,درس
اسمارت تی وی,3,تلویزیون,هوشمند,پخش,اینترنت,صفحه نمایش,برنامه,کنترل از راه دور,فیلم,اتصال,مدیا
جانماز,1,نماز,سجده,مسجد,کتاب,عبادت,دعا,محراب,وضو,خشوع,قنوت
پنبه,1,پوشش,نرمی,نساجی,خواب,کودکان,خوشبو,تولید,دستمال,گلابی,شستشو
تخم شربتی,2,دانه,نوشیدنی,سرما,سلامتی,خنک,ویتامین,پرسurized,موز,ترکیب,غذا
کرکره,1,پنجره,نوار,بسته,نور,حفاظ,حرکت,سقف,محافظ,درب,کاهنده
خود خواه,2,تکروی,فردگرا,خودمحور,تنهایی,عدم همکاری,اهل خودخواهی,ایگو,غیر اجتماعی,بی‌توجهی به دیگران,خودپرستی
انحراف ستون فقرات,2,مشکل,کلسترو,درد,فقرات,قوس,پشت,درمان,حرکات,جسمی,قوز
صندلی چوبی,2,مبلمان,نشستن,دکور,چوب,راحتی,غرفه,پشتی,فردی,بستنی,سالن
میخ به دامنش زده,2,دستگاه,چوبی,میله,آسیب,نبود,چسبیده,خوردگی,دوخته,لباس,جای
قوی هیکل,3,قد بلند,عضلات,ورزشکار,نیرو,قدرت,قوت,فیزیک,جسمانی,سوزن,تندرستی
اب از دستش نمی چکه,2,چکه,آب,ریزش,قطره,سرازیر شدن,نشت,مخزن,شیر,برگشتن,مرطوب
دل نازک,1,احساسات,شکستن,نرمی,آسیب پذیر,حساس,غمگین,عشق,لطافت,رنج,درد
فرح بخش,2,شاد,خوشحالی,خنده,سعادتمند,شادی,سرور,لذت,خوش,بخوبی,دلگرم
گمراه,3,راهنما,سفر,مسیر,نقشه,سرگردان,اشتباه,مقصد,دست و پا زدن,سرانجام,پیمایش
حریص ,2,تمایل,ایجاد,زیادطلبی,ثروت,دستمزد,سود,تنها,مادی,خودخواهی,سیری ناپذیر
لَگَنچه,2,سگ,حیوان خانگی,دوست وفادار,بازیگوش,پوزه,صدا,خوراک,اجتماعی,نژاد,آموزش
اطفال,2,بچه‌ها,نوجوانان,تحصیل,بازی,معصومیت,پرورش,خنده,دوران کودکی,محبت,سرگرمی
نخ دندان,1,مسواک,دندان,بهداشت,خمیردندان,پوسیدگی,فک,روتین,تمیز,سلامت,جرم
آپنه,2,خواب,تنفس,مشکل,شب,دچار,سینه,هوا,قطع,اسانسور,صدا
آبله مرغان,2,بیماری,عفونت,تب,جوش,ویروس,خارش,پوشش,پوست,سرخک,پیشگیری
آفتاب زدگی,2,گرما,خورشید,سوزش,ضربه,تب,فصل تابستان,پوست,خارش,آسیب,مراقبت
شیاف,2,دارو,یبوست,پزشکی,راه ورودی,سلامت,فشار,بیماری,نحوه استفاده,محلول,بدن
بی آبرو,3,شرم,رسوایی,فضیحت,بی حیثیت,ننگ,تجاوز,بی اعتباری,سرافکندگی,ذلت,بی ارزش
با آبرو,3,شخصیت,احترام,اعتبار,محل,حیثیت,ذاتی,مصونیت,تکریم,سابقه,نماد
با ابهت,3,سلطنتی,قدرت,شکوه,عظمت,پرشکوه,وزن,احترام,پادشاهی,مشهور,فخمت
نی انبان,3,ساز,لوله,موسیقی,خنیاگر,هوا,صدای بلند,شعر,دست ساز,آواز,موسیقی محلی
سرفه,2,بیماری,سرما,عفونت,بعضی,آلرژی,صدا,تنفس,گلو,محیط,سرد
خوش اخلاق,3,مهربان,رفتار,دوستانه,اخلاق,صمیمی,شاداب,خوش برخورد,مثبت,همکاری,اعتماد
نه سیخ بسوزه نه کباب,2,تعارض,کشمکش,تضاد,مخالفت,دوگانه,مشکل,عذاب,انتخاب,شکست,نگرانی
گیره ,2,ابزار,محکم,گرفتن,چنگک,خودکار,دستگاه,فشردن,پستانک,بستن,نگه داشتن
فینگر فود,2,خوراکی,پیک نیک,بغداد,سبزیجات,شیرینی,قاشق,چنگال,خوردن با دست,غذاهای کوچک,مناسبت
طناب زنی,2,ورزش,بازی,پرش,هوا,خودن,سرعت,ریتم,نقشه,تیم,چابکی
کرم درخت از خودشه,2,چوب,حشره,نشت,آفت,تخریب,میوه,سالخوردگی,کشت,پوسیدگی,انقراض
قیچی نان بری,3,برش,نان,آشپزخانه,ابزار,خوردن,سخت,تکه,غذا,ساطور,میز
بر خرمگس معرکه لعنت,2,حشره,بازی,دردسر,اوقات فراغت,شکایت,سم,استقبال,حملات,آزار,مبارزه
محصل,2,دانشگاه,تحصیل,کتاب,آزمون,معلم,دروس,پروژه,نمره,کلاس,دانشجو
دارو گیاهی ,2,طبیعت,درمان,مخلوط,عطر,بهره‌وری,علاج,سلامتی,مداوا,گیاه,خوشبو
ترازو,1,وزن,اندازه‌گیری,مقیاس,تعادل,سنجه,دقیق,پر و خالی,شیب,کفه,تحلیل
دماسنج طبی,2,حرارت,بیماری,اندازه‌گیری,جسمی,سلامت,پزشکی,تب,تب سنجی,بیمارستان,ابزاری
الکل,1,مشروبات,سرخوشی,نوشیدنی,مست,مصرف,ممنوع,مهدور,هشدار,سیستم عصبی,نوشیدنی های الکلی
برانکارد,1,نقل و انتقال,مجروح,کمک پزشکی,بیمارستان,آسیب,بیمار,پرستار,تیم پزشکی,اورژانس,سلامت
گاز بیهوشی,2,پزشکی,بیهوشی,عمل جراحی,درد,گاز,اختلال هوشیاری,دارو,بی‌حسی,تنفس,مراقبت
ماسک جراحی,2,پزشکی,محافظت,صورت,عفونت,بیمارستان,جراحی,وسایل,بیماری,تمیز,دست
دستکش جراحی,2,پزشک,عمل جراحی,حفاظت,استریل,دست,کیفیت,مواد لاتکس,وسایل پزشکی,فرد مبتلا,تجهیزات
نخبه,3,ذکاوت,هوش,استعداد,برتری,علم,فرد,جامعه,پیشرو,تحصیلکرده,نوابغ
نت,1,آهنگ,صدا,موسیقی,گوشی,خواندن,ملودی,ساز,ضبط,تلویزیون,رادیو
منحرف,2,گمراه,بدل,ناهنجار,عجیب,خلاف,انحراف,غلط,معکوس,ساختگی,گسست
ظریف,2,سیاستمدار,ایران,خارجی,دولت,وزیر,مذاکره,دیپلماسی,سخنگو,معاون,روابط
پر قدرت,2,توانایی,قوت,نیرو,موسسه,قدرت,فشار,کنترل,قدرت نمایی,سلطه,سازمان
شاهکار,3,اثر,هنر,خلاقیت,استاد,بی‌نظیر,آفرینش,فراوان,یادبود,تحسین,فرهنگ
مرده و قولش,2,تعهد,شب,راستگو,عهد,دریا,وفا,عزاداری,زنده,مراسم,یاد
پژوهشگر,2,علم,مطالعه,تحقیق,یافته,داده,تحلیل,اکتشاف,استدلال,پروژه,کارشناسی
فرچه,1,تنظیم,پاک کردن,مو,شستن,زبر,دست,پوشش,ابزار,تمیز,محلول
کانو سواری,3,آب,قایق,تفریحی,کشتیرانی,دریا,نهر,پیاده‌روی,مسیر,شگفت‌انگیز,طبیعت
لباس زنانه,1,مد,فشن,دیزاینر,سایز,سال,پوشاک,استایل,خیاطی,تجملاتی,ترکیب رنگ‌ها
آب نطلبیده مراده,2,نوشیدنی,تر,تشنگی,رودخانه,طبیعت,زندگی,مایعات,چشمه,حیات,محیط زیست
آبمیوه گیری دستی,3,میوه,آب,دستگاه,عصاره,پرس,خودکار,کاسه,پرس کردن,سبزیجات,تنقلات
بیل زن باغچه مردم,2,ابزار,زراعت,کاشت,خاک,باغ,کارگر,بذر,گل,مزرعه,زنده
فلج,1,ناتوانی,حرکت,اعصاب,بیماری,مصرف دارو,اختلال,پایین آمدن,عضلات,آسیب,بی‌تحرکی
دیود,3,الکترون,مقاومت,سیم‌کشی,گذرگاه,انحراف,افت ولتاژ,ترانزیستور,مدار,پیوستگی,سیگنال
آمالگام,2,دندانپزشکی,پر کردن,فلز,ترکیب,جنس,ماده,سخت,دندان,سالم,پوسیدگی
رو مخ,1,چهره,صورت,زیبایی,چشمان,گونه,لب‌ها,نرمی,تبسم,حالت,احساسات
پارچه ای,2,لباس,دوخت,بافت,خیاط,مد,طرح,نرمی,صنعت,رنگ,شکوفا
بیماری بِری بِری,2,کمبود,ویتامین,بیماری,پوسیدگی,غذا,ناراحتی,سوءتغذیه,عوارض,بدن,مدفوع
ویتامین c,2,آنتی‌اکسیدان,میوه,زردآلو,پرتقال,سلامتی,محصولات لبنی,سیب‌زمینی,مکمل,سرماخوردگی,سیترات
ویتامین a,2,مکمل,مواد غذایی,چشم,ایمنی,کدو تنبل,غذا,رشد,تأثیر,زردآلو,کرم پوست
مربی رباتیک,3,فناوری,مکانیسم,خودکار,آموزش,سیستم,کنترل,برنامه‌نویسی,ساخت,هوش,ابتکار
تخته نرد,2,بازی,نرد,تاس,مهره,تخته,حرکت,رقابت,استراتژی,قوانین,پیشرفت
بستنی زمستانی,2,سرد,اسکیمو,دسر,برف,فصل,یخ,شیرین,میوه,خامه,چاشنی
ارتوپدی,2,پزشک,استخوان,جراحی,مفصل,آسیب,انتقال,فیزیوتراپی,ترمیم,درد,حرکت
کپسول,1,قرص,دارو,داروخانه,ماده,پزشکی,بدن,سلامتی,شکل,مخزن,خوردنی
سوزش چشم,2,تحریک,قرمزی,آبریزش,پیده,نور,درد,اشک,حساسیت,باد,اختلال
باایمان,2,مؤمن,خدا,دیانت,اعتقاد,روحانیت,نماز,آئین,تقوی,عبادت,روحیه
پاییزی,2,برگ,خزان,هوا,طلایی,باد,دما,باران,طبیعت,فصل,رنگ
زمستانی,2,سرد,برف,چای داغ,عید کریسمس,تجربه,پتو,روزهای کوتاه,علی عکسی,جشنواره,کوهستان
Cpr,2,احیا,قلب,تنفس,کمک,فشار,حیات,بازیابی,فرد,مراقبت,آموزش
عمدی,2,هدفمند,میانگین,تصادفی,غیرعمدی,برنامه‌ریزی,لزوم,مشاهده,تحریک,عمل,قصداً
حاکم کُتی,3,حاکم,قدرت,سلطنت,پادشاه,دولت,وکالت,مشترک,اجتماع,قانون,نظام
آی کی دو,2,بازی,ذهن,هوش,رقابت,تست,کلمات,نقاط,پازل,چالش,فکری
مقاومت,3,پایداری,ایستادگی,مبارزه,جنگ,تنش,پرخاشگری,تحمل,ثبات,اعتراض,نظام
مادربورد,3,کامپیوتر,مدار,اجزاء,سیستم,پردازشگر,الکترونیک,کارت,نصب,وسایل,سخت‌افزار
گیگابایت,2,حافظه,اندازه‌گیری,داده,سخت‌افزار,ذخیره‌سازی,فرمت,مگا,بایت,سرعت,کامپیوتر
تو ابرا ماهی می گیری,2,بیرون,آب,شب,ماهی,صید,بالا,صندوق,چراغ,ابری,تاریکی
کوفته ژاپنی,3,غذا,آشپزی,برنج,تاسای,سوشی,تنوری,سوخاری,ادویه,کله‌پاچه,ماهیتابه
جعبه,1,بسته,در,حمل,محتویات,مکعب,سرویس,هدیه,ذخیره,کادو,نگهداری
پنوموتراکس,2,هوا,ریه,خون,تنفس,فشار,بیماری,پژوهش,عکس,سوراخ,سینه
جا حوله‌ای,2,حمام,تاشو,کمد,رخت,شستشو,دستمال,سرویس,تروتین,نظافت,دکوراسیون
ختنه,2,عمل جراحی,تغییرات جنسیتی,مذهب,مراسم,سلامتی,جوانان,فرهنگ,سنت,کودکی,دینی
سرم نمکی,2,آب,نمک,چشایی,پزشکی,ترکیب,غذا,فیزیکی,مکانیسم,تعادل,مقدار
ممه رو لولو برد,2,بچه,خواب,عروسک,شیر,قصه,خاله,دست,لبخند,بازی,نوزاد
غدد فوق کلیه,2,هورمون,آدرنالین,تنظیم,استرس,غده,فیزیولوژی,متابولیسم,عصبی,سیستم ایمنی,بیماری آدیسون
عرق نعنا,1,مکمل,نوشیدنی,طبیعی,خنک,عطر,گیاهی,مادر نعنا,درمان,سرویس,سم زدا
رولت مرغ,3,مرغ,غذا,آشپزی,پیاز,ادویه,غنچه,پختن,خوراک,مخلفات,سیب‌زمینی
فرنی,2,شیرینی,غذا,پلو,پسته,مهلک,شیر,عطر,کرم,خوردنی,گلاب
مسقطی,3,حلوا,کیک,شیرینی,نوشیدنی,پودری,مقوی,خوشمزه,پروتئین,بندان,سنتی
نان خشک,2,غذای بیات,مخلفات,نان,غذا,تنقلات,خشک,سخت,ادویه جات,ماهی,تنوری
دیابت بی مزه,2,بیماری,انسولین,گلوکز,قند,پیش دیابتی,تغذیه,چاقی,قند خون,سندروم متابولیک,خطرات
موبایل فروش,2,فروشگاه,تلفن,گوشی,خرید,تعمیر,فروشنده,اکسسوری,پشتیبانی,قیمت,مدل
سنجاق,1,دوخت,مد,لباس,زیورآلات,گیره,سوزن,آرایش,دکمه,پارچه,زنانه
مته,2,درست کردن,سوراخ,ابزار,چوب,ماشین,فلز,نجاری,مکانیسم,چرخش,سنبه
کپسول اکسیژن,2,تنفس,هوا,بیمارستان,بیماری,فشار,دستگاه,کمبود,اکسیژن,سازگار,پزشکی
فین شنا,2,شنا,پروانه,آب,ورزش,زیرآب,حرکت,پوشش,دریا,توان,تجهیزات
شنای آزاد,2,ورزش,استخر,آب,رقابت,گرم کردن,تكنيك,فین,حرکت,شناگر,مسابقه
استارت,1,شروع,موتور,حرکت,تنظیم,گاز,راه‌اندازی,مسیر,چرخ,سرعت,اکتیو
بی نظیر,3,خاص,یکتا,بی همتا,استثنایی,منحصر به فرد,فوق العاده,برتر,مدرن,عالی,شاهکار
اسپری,1,بخار,روغن,دود,بسته‌بندی,زینتی,پاشیدن,محلول,مغازه,فشاری,استفاده
دکمه,1,فشردن,لباس,پوشش,تجهیزات,صفحه,کنترل,اتصال,تایید,سرعت,مکانیزم
سرطان مثانه,2,بیماری,پیشاب,سرطان,پروتئین,تشخیص,درد,دارو,ادرار,کودک,آزمایش
سرطان چشم,2,بیماری,چشم,تومور,سرطان,بینایی,نشانه,تشخیص,پزشکی,درمان,سندروم
سرطان پستان,2,بافت,غده,تشخیص,سرطان,توده,بیماری,درمان,شیمی درمانی,ضایعه,پستان
سرطان کلیه,2,بیماری,پزشکی,سرطان,کلیه,تشخیص,درمان,علائم,سرطانی,گلوگاه,زودرس
خرده فروش,2,فروشگاه,محصولات,بازار,خرید,تجارت,قیمت,مشتری,تامین کننده,عمده فروشی,تخفیف
عمده فروش,2,خرده فروش,فروشگاه,محصولات,بازار,عرضه,تجارت,خرید,مشتری,سود,پخش
کلاه فروش,1,الگو,چشم پوشی,حراج,پوشیدنی,تجارت,فروختن,پیشخوان,مد,زینتی,رویداد
استپ هوایی,2,هواپیما,سفر,پرواز,فرود,تیکت,مقصد,فرودگاه,نرم افزار,داشبورد,ایستگاه
خاکستری,2,رنگ,سایه,زمستان,نیمه,افتاده,تیره,خنک,کدر,مات,گود
شنونده بایدعاقل باشد,2,عقل,فکر,درک,هوش,مشورت,توجه,تفکر,خودآگاهی,تعقل,تحلیل
شش ماهه به دنیا آمده,2,نوزاد,زایمان,بیمارستان,زمان,زنده,کودک,پیش از موعد,وزن کم,رحم,مراقبت‌های ویژه
شریک دزدو رفیق قافله,2,همدست,دزدی,تبهکار,جنایتکار,مجرم,همکار,نقشه,سرقت,قافله,پنهان
سلام گرگ بی طمع نیست,2,دوستی,خطر,پیشی,نقشه,مراقبت,اعتماد,حیله,شکار,علاقه,وعده
ژیگو,3,رقص,پارتی,کلاسیک,حالت,موسیقی,حرکات,اجتماعی,تقریبا,خودمانی,فردی
سقش سیاه است,2,شب,تاریکی,رنگ,سایه,نزدیک,پلنگ,قیر,هیولا,غار,چشم
نان مردم را اجر نکن,2,غذا,خوردن,فقر,کار,دستمزد,یکسانی,قرض,حقوق,سختی,زندان
صداگذار,2,فیلم,صدا,تدوین,صدای پس‌زمینه,موسیقی,نریشن,شخصیت,صحنه,دکور,تجهیزات
بناگوش,2,موسیقی,نوازنده,ساز,آواز,گروه,کنسرت,لحن,ریتم,خوش صدا,هارمونی
ازتوحرکت از خدا برکت,2,عمل,کمک,خداوند,برکات,پیشرفت,توکل,تلاش,دعا,موفقیت,شکرگزاری
سرش توی حساب است ,2,محاسبه,تمرکز,ریاضی,خوشه,تمرین,تحلیل,عدد,ذهن,تجزیه,فرمول
سر را با پنبه می برد,2,زخم,پانسمان,مداوا,درمان,نرمی,تجربه,درد,سوزش,مراقبت,جلوگیری
سربریده سخن نمی گوید,2,سکوت,مرده,فقدان,آرامش,تعطیل,غم,خاموشی,عدم,نفس,جسم
زیره به کرمان بردن,3,ادویه,خوشمزه,تحویل,روستای کرمان,بازار,شهرستان,محصول,کشاورزی,تجارت,میان‌بر
راه دویده کفش دریده,2,پیاده‌روی,کفش,درد,ناکام,گام,پای,سفر,بیرون,خسته,مشکلات
دیوار حاشا بلند است,2,سازمان,امنیت,محافظت,حریم,محصوری,مسدود,دفاع,فاصله,موانع,مرز
دیگ شراکت جوش نمیاید,2,همکاری,سرمایه,مشارکت,توافق,اجتماع,تجارت,چالش,اهداف,توسعه,کسب و کار
دهنش چاک و بست نداره,2,سکوت,پرحرف,زبان,سخن,گفتگو,حرف زدن,بی‌وقفه,شنوندگان,نقش,اظهار نظر
دنیا دار مکافاته,2,زندگی,جزا,عمل,عاقبت,پاداش,پیشامد,اخلاق,سرنوشت,گناه,تجربه
دست را توي حنا گذاشتن,2,زیر خاک,نقاشی روی پوست,نقش و نگار,تزئین,عروسی,رنگ,خانم‌ها,سنتی,مراسم,کنیز
دیگ,1,پختن,آشپزی,غذای گرم,خودرو,زودپز,محيط,غذا,کارخانه,فلز,دستگاه
هفت خط,2,نقشه,دوران,قمار,مقاله,کارگاه,تدبیر,شگرد,فریب,تجارت,سیاست
دیوار کوب,3,کفش,پامنبری,صدای بلند,دوران نوجوانی,بازی,خواب,صوت,بپر,هیجان,تفریح
راست روده,2,روده,گوارش,مدفوع,بیماری,گازهای معده,دستگاه هاضمه,یبوست,کولون,نفخ,پزشکی
مینای دندان,2,دندان,پوسیدگی,سفید,پوشش,محافظت,مینا,آسیب,بهداشت,ترمیم,فلوراید
تاج دندان,2,دندانپزشک,پوسیدگی,پر کردن,تاجی,فک,شیار,محکم,جراحی,پروتز,روکش
دستش به دهنش می رسد,2,ثروت,کسب و کار,درآمد,خودکفایی,اقدام,موفقیت,فروش,سرمایه,تلاش,هدف
دست دکاندار تلخ است,2,خرید,مغازه,محصول,قیمت,مشتری,فروش,غیر友好,بخشش,تحویل,پول
دست پشت سر ندارد,2,مغز,عقب,دود,پشت,سوزان,صدمه,کلاهی,نظارت,شعور,منصوب
